bwyu,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.34999999403953552, 0.20000000298023224, 0.5, 0.55000001192092896]
bwyu,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.34999999403953552, 0.20000000298023224, 0.5, 0.55000001192092896]
bwyu,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.34999999403953552, 0.20000000298023224, 0.5, 0.55000001192092896]
bwyu,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.34999999403953552, 0.20000000298023224, 0.5, 0.55000001192092896]
bwyu,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.34999999403953552, 0.20000000298023224, 0.5, 0.55000001192092896]
dkhan,ica,RCNN_raw_1,1000,[0.25, 0.25, 0.45000001788139343, 0.30000001192092896, 0.05000000074505806]
dkhan,ica,RCNN_raw_1,1000,[0.25, 0.25, 0.45000001788139343, 0.30000001192092896, 0.05000000074505806]
dkhan,ica,RCNN_raw_1,1000,[0.25, 0.25, 0.45000001788139343, 0.30000001192092896, 0.05000000074505806]
dkhan,ica,RCNN_raw_1,1000,[0.25, 0.25, 0.45000001788139343, 0.30000001192092896, 0.05000000074505806]
dkhan,ica,RCNN_raw_1,1000,[0.25, 0.25, 0.45000001788139343, 0.30000001192092896, 0.05000000074505806]
jhpark,ica,RCNN_raw_1,1000,[0.20000000298023224, 0.05000000074505806, 0.10000000149011612, 0.34999999403953552, 0.45000001788139343]
jhpark,ica,RCNN_raw_1,1000,[0.20000000298023224, 0.05000000074505806, 0.10000000149011612, 0.34999999403953552, 0.45000001788139343]
jhpark,ica,RCNN_raw_1,1000,[0.20000000298023224, 0.05000000074505806, 0.10000000149011612, 0.34999999403953552, 0.45000001788139343]
jhpark,ica,RCNN_raw_1,1000,[0.20000000298023224, 0.05000000074505806, 0.10000000149011612, 0.34999999403953552, 0.45000001788139343]
jhpark,ica,RCNN_raw_1,1000,[0.20000000298023224, 0.05000000074505806, 0.10000000149011612, 0.34999999403953552, 0.45000001788139343]
shchoi,ica,RCNN_raw_1,1000,[0.25, 0.45000001788139343, 0.30000001192092896, 0.30000001192092896, 0.5]
shchoi,ica,RCNN_raw_1,1000,[0.25, 0.45000001788139343, 0.30000001192092896, 0.30000001192092896, 0.5]
shchoi,ica,RCNN_raw_1,1000,[0.25, 0.45000001788139343, 0.30000001192092896, 0.30000001192092896, 0.5]
shchoi,ica,RCNN_raw_1,1000,[0.25, 0.45000001788139343, 0.30000001192092896, 0.30000001192092896, 0.5]
shchoi,ica,RCNN_raw_1,1000,[0.25, 0.45000001788139343, 0.30000001192092896, 0.30000001192092896, 0.5]
bwyu,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.40000000596046448, 0.40000000596046448, 0.5, 0.5]
bwyu,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.40000000596046448, 0.40000000596046448, 0.5, 0.5]
bwyu,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.40000000596046448, 0.40000000596046448, 0.5, 0.5]
bwyu,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.40000000596046448, 0.40000000596046448, 0.5, 0.5]
bwyu,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.40000000596046448, 0.40000000596046448, 0.5, 0.5]
bwyu,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.55000001192092896, 0.30000001192092896, 0.20000000298023224, 0.05000000074505806]
bwyu,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.55000001192092896, 0.30000001192092896, 0.20000000298023224, 0.05000000074505806]
bwyu,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.55000001192092896, 0.30000001192092896, 0.20000000298023224, 0.05000000074505806]
bwyu,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.55000001192092896, 0.30000001192092896, 0.20000000298023224, 0.05000000074505806]
bwyu,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.55000001192092896, 0.30000001192092896, 0.20000000298023224, 0.05000000074505806]
dkhan,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.25, 0.55000001192092896, 0.40000000596046448, 0.34999999403953552]
dkhan,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.25, 0.55000001192092896, 0.40000000596046448, 0.34999999403953552]
dkhan,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.25, 0.55000001192092896, 0.40000000596046448, 0.34999999403953552]
dkhan,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.25, 0.55000001192092896, 0.40000000596046448, 0.34999999403953552]
dkhan,ica,RCNN_raw_1,1000,[0.30000001192092896, 0.25, 0.55000001192092896, 0.40000000596046448, 0.34999999403953552]
jhpark,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.40000000596046448, 0.45000001788139343, 0.65000003576278687, 0.30000001192092896]
jhpark,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.40000000596046448, 0.45000001788139343, 0.65000003576278687, 0.30000001192092896]
jhpark,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.40000000596046448, 0.45000001788139343, 0.65000003576278687, 0.30000001192092896]
jhpark,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.40000000596046448, 0.45000001788139343, 0.65000003576278687, 0.30000001192092896]
jhpark,ica,RCNN_raw_1,1000,[0.45000001788139343, 0.40000000596046448, 0.45000001788139343, 0.65000003576278687, 0.30000001192092896]
shchoi,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.05000000074505806, 0.45000001788139343, 0.40000000596046448, 0.45000001788139343]
shchoi,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.05000000074505806, 0.45000001788139343, 0.40000000596046448, 0.45000001788139343]
shchoi,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.05000000074505806, 0.45000001788139343, 0.40000000596046448, 0.45000001788139343]
shchoi,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.05000000074505806, 0.45000001788139343, 0.40000000596046448, 0.45000001788139343]
shchoi,ica,RCNN_raw_1,1000,[0.34999999403953552, 0.05000000074505806, 0.45000001788139343, 0.40000000596046448, 0.45000001788139343]
