bwyu,,RCNN_DR:0.6,100,10,0.510000002384
dkhan,,RCNN_DR:0.6,100,10,0.420000013709
jhpark,,RCNN_DR:0.6,100,10,0.450000011921
shchoi,,RCNN_DR:0.6,100,10,0.490000015497
bwyu,,RCNN_DR:0.6,100,50,0.410000008345
dkhan,,RCNN_DR:0.6,100,50,0.490000015497
bwyu,,RCNN_DR:0.6,100,100,0.360000003874
jhpark,,RCNN_DR:0.6,100,50,0.470000010729
bwyu,ica,RCNN_DR:0.6,100,10,0.500000011921
shchoi,,RCNN_DR:0.6,100,50,0.490000009537
dkhan,,RCNN_DR:0.6,100,100,0.430000007153
bwyu,,RCNN_DR:0.6,100,10000,0.390000006557
dkhan,ica,RCNN_DR:0.6,100,10,0.490000009537
jhpark,ica,RCNN_DR:0.6,100,10,0.440000009537
shchoi,ica,RCNN_DR:0.6,100,10,0.440000003576
bwyu,ica,RCNN_DR:0.6,100,50,0.460000008345
bwyu,,RCNN_DR:0.6,100,1000,0.35000000596
bwyu,ica,RCNN_DR:0.6,100,100,0.330000001192
dkhan,ica,RCNN_DR:0.6,100,50,0.430000007153
jhpark,,RCNN_DR:0.6,100,100,0.420000010729
dkhan,,RCNN_DR:0.6,100,10000,0.390000012517
jhpark,ica,RCNN_DR:0.6,100,50,0.430000007153
dkhan,,RCNN_DR:0.6,100,1000,0.440000009537
shchoi,,RCNN_DR:0.6,100,100,0.450000011921
dkhan,ica,RCNN_DR:0.6,100,100,0.410000008345
shchoi,ica,RCNN_DR:0.6,100,50,0.40000000596
bwyu,,RCNN_DR:0.6,100,500,0.400000011921
jhpark,,RCNN_DR:0.6,100,10000,0.510000008345
jhpark,ica,RCNN_DR:0.6,100,100,0.40000000596
jhpark,,RCNN_DR:0.6,100,1000,0.440000003576
shchoi,ica,RCNN_DR:0.6,100,100,0.30000000596
shchoi,,RCNN_DR:0.6,100,10000,0.460000008345
bwyu,ica,RCNN_DR:0.6,100,500,0.270000001788
shchoi,,RCNN_DR:0.6,100,1000,0.40000000596
bwyu,ica,RCNN_DR:0.6,100,1000,0.440000009537
dkhan,,RCNN_DR:0.6,100,500,0.370000004768
dkhan,ica,RCNN_DR:0.6,100,500,0.370000007749
dkhan,ica,RCNN_DR:0.6,100,1000,0.3
jhpark,,RCNN_DR:0.6,100,500,0.480000007153
jhpark,ica,RCNN_DR:0.6,100,500,0.360000000149
shchoi,,RCNN_DR:0.6,100,500,0.45000000596
shchoi,ica,RCNN_DR:0.6,100,500,0.360000002384
jhpark,ica,RCNN_DR:0.6,100,1000,0.460000008345
shchoi,ica,RCNN_DR:0.6,100,1000,0.330000010133
bwyu,ica,RCNN_DR:0.6,100,1000,0.430000013113
bwyu,ica,RCNN_DR:0.6,100,1000,0.410000005364
bwyu,pca,RCNN_DR:0.6,100,1000,0.420000010729
dkhan,ica,RCNN_DR:0.6,100,1000,0.260000006109
dkhan,pca,RCNN_DR:0.6,100,1000,0.390000003576
jhpark,ica,RCNN_DR:0.6,100,1000,0.230000003427
jhpark,pca,RCNN_DR:0.6,100,1000,0.480000007153
shchoi,ica,RCNN_DR:0.6,100,1000,0.360000008345
shchoi,pca,RCNN_DR:0.6,100,1000,0.430000001192
bwyu,ica,RCNN_DR:0.6,64,1000,0.420000004768
bwyu,pca,RCNN_DR:0.6,64,1000,0.45000000596
bwyu,ica,RCNN_DR:0.6,64,1000,0.290000004321
dkhan,ica,RCNN_DR:0.6,64,1000,0.370000004768
dkhan,pca,RCNN_DR:0.6,64,1000,0.410000002384
jhpark,ica,RCNN_DR:0.6,64,1000,0.450000017881
bwyu,ica,RCNN_DR:0.6,100,10000,0.350000011921
bwyu,pca,RCNN_DR:0.6,100,10000,0.370000004768
dkhan,ica,RCNN_DR:0.6,100,10000,0.350000011921
dkhan,pca,RCNN_DR:0.6,100,10000,0.470000010729
jhpark,ica,RCNN_DR:0.6,100,10000,0.340000009537
jhpark,pca,RCNN_DR:0.6,100,10000,0.500000017881
shchoi,ica,RCNN_DR:0.6,100,10000,0.410000008345
shchoi,pca,RCNN_DR:0.6,100,10000,0.440000009537
jhpark,pca,RCNN_DR:0.6,64,1000,0.470000004768
shchoi,ica,RCNN_DR:0.6,64,1000,0.340000007302
shchoi,pca,RCNN_DR:0.6,64,1000,0.310000002384
